text,threat_level,bns_section
address bhej goli maar dunga you zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
she lagta hai nalayak faltu,Medium,BNS Section 352 (Intentional Insult)
he coded the code today,Low,None
the group found the song yesterday,Low,None
they read the report last week,Low,None
this guy lag raha hai gadha pathetic,Medium,BNS Section 352 (Intentional Insult)
she lag raha hai gadha faltu,Medium,BNS Section 352 (Intentional Insult)
main zinda gaad dunga akela mil dekh liyo,High,BNS Section 351 (Criminal Intimidation)
we are going to jinda nahi chodunga akela mil soch le,High,BNS Section 351 (Criminal Intimidation)
our squad destroyed the report completely,Low,None
everyone found the boss fight without issues,Low,None
mere dost zinda gaad dunga tere ghar walo ko chup chap reh warna,High,BNS Section 351 (Criminal Intimidation)
woh ban raha hai kamina bilkul,Medium,BNS Section 352 (Intentional Insult)
mera bhai kat dunga bahar mil samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
everyone enjoyed the assignment safely,Low,None
nobody resolved the project so hard,Low,None
we are going to zinda gaad dunga tere ghar walo ko bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
mera gang kidnap kar lunga akela mil last warning,High,BNS Section 351 (Criminal Intimidation)
iski sakal samajhta hai khud ko ugly totally,Medium,BNS Section 352 (Intentional Insult)
nobody read the task so hard,Low,None
the team watched the pizza perfectly,Low,None
my sister smashed the bugs without issues,Low,None
yeh banda is a kaminay sabse bada,Medium,BNS Section 352 (Intentional Insult)
my friend built the task today,Low,None
you samajhta hai khud ko gawar kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
teri acts like a kutta disgusting,Medium,BNS Section 352 (Intentional Insult)
everyone noticed the task with ease,Low,None
main murder kar dunga raste pe ghar me ghus ke,High,BNS Section 351 (Criminal Intimidation)
tu is a chutiya bekaar,Medium,BNS Section 352 (Intentional Insult)
tujhe toh hath pair tod dunga you samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
this coded the email beautifully,Low,None
hum log zinda gaad dunga tere dosto ko kasam se,High,BNS Section 351 (Criminal Intimidation)
yeh ladki dikh raha hai chapri totally,Medium,BNS Section 352 (Intentional Insult)
that played the movie tomorrow,Low,None
the player watched the presentation tomorrow,Low,None
my friend loved the code safely,Low,None
tum sab is a chutiya sabse bada,Medium,BNS Section 352 (Intentional Insult)
the manager coded the game completely,Low,None
yeh banda lag raha hai kamina disgusting,Medium,BNS Section 352 (Intentional Insult)
the boss noticed the movie quickly,Low,None
the player enjoyed the bugs perfectly,Low,None
yeh banda acts like a chapri ekdum,Medium,BNS Section 352 (Intentional Insult)
my sister finished the assignment completely,Low,None
woh hamesha behaves like chutiya ghatiya,Medium,BNS Section 352 (Intentional Insult)
address bhej khatam kar dunga raat ko kasam se,High,BNS Section 351 (Criminal Intimidation)
the group created the code so hard,Low,None
iska bhai ban raha hai pagal sala,Medium,BNS Section 352 (Intentional Insult)
the group created the report last week,Low,None
you murdered that song bro kya baat hai,Low,None
she heard the pizza very well,Low,None
i smashed the code like a boss,Low,None
this noticed the report like a boss,Low,None
the teacher built the song beautifully,Low,None
this completed the email with ease,Low,None
yeh ladka acts like a gawar hamesha,Medium,BNS Section 352 (Intentional Insult)
teri maa hamesha rehta hai gadha bekaar,Medium,BNS Section 352 (Intentional Insult)
yeh banda lagta hai fraud pathetic,Medium,BNS Section 352 (Intentional Insult)
you hamesha behaves like kutta ghatiya,Medium,BNS Section 352 (Intentional Insult)
mera bhai khatam kar dunga college ke bahar soch le,High,BNS Section 351 (Criminal Intimidation)
tu acts like a nalayak maha,Medium,BNS Section 352 (Intentional Insult)
my sister liked the pizza without issues,Low,None
i will khatam kar dunga tere ghar aake zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
i will blast kar dunga you dekh liyo,High,BNS Section 351 (Criminal Intimidation)
teri toh main rape karunga akela mil dekh liyo,High,BNS Section 351 (Criminal Intimidation)
the manager enjoyed the presentation smoothly,Low,None
mere dost kat dunga college ke bahar aaj raat,High,BNS Section 351 (Criminal Intimidation)
i will goli maar dunga you kasam se,High,BNS Section 351 (Criminal Intimidation)
teri toh main rape karunga tere ghar aake samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
the boss completed the presentation without issues,Low,None
teri toh main rape karunga you bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
the team coded the task very well,Low,None
nobody liked the meeting last week,Low,None
tu samajhta hai khud ko bewakoof ghatiya,Medium,BNS Section 352 (Intentional Insult)
she is a dhokebaaz bekaar,Medium,BNS Section 352 (Intentional Insult)
the boss saw the boss fight last week,Low,None
this found the pizza quickly,Low,None
tujhe toh acid phek dunga tere dosto ko warna tera,High,BNS Section 351 (Criminal Intimidation)
someone designed the code perfectly,Low,None
tu is a buddhu pathetic,Medium,BNS Section 352 (Intentional Insult)
the manager played the email beautifully,Low,None
tu is such a kutti ghatiya,Medium,BNS Section 352 (Intentional Insult)
this guy samajhta hai khud ko chor faltu,Medium,BNS Section 352 (Intentional Insult)
teri maa ban raha hai dhokebaaz bekaar,Medium,BNS Section 352 (Intentional Insult)
our squad wrote the pizza yesterday,Low,None
woh is a fraud sala,Medium,BNS Section 352 (Intentional Insult)
yeh ladki lag raha hai loser maha,Medium,BNS Section 352 (Intentional Insult)
our squad completed the meeting safely,Low,None
someone finished the meeting slowly,Low,None
my friend liked the task beautifully,Low,None
apna time ayega toh kat dunga you dekh liyo,High,BNS Section 351 (Criminal Intimidation)
hum log khatam kar dunga bahar mil samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
teri behan lagta hai fraud ghatiya,Medium,BNS Section 352 (Intentional Insult)
he coded the report safely,Low,None
teri acts like a nalayak ghatiya,Medium,BNS Section 352 (Intentional Insult)
my sister designed the exam safely,Low,None
apna time ayega toh rape karunga bahar mil kasam se,High,BNS Section 351 (Criminal Intimidation)
we are going to rape karunga you soch le,High,BNS Section 351 (Criminal Intimidation)
he is such a fake sabse bada,Medium,BNS Section 352 (Intentional Insult)
yeh ladki hamesha behaves like kutti bilkul,Medium,BNS Section 352 (Intentional Insult)
yeh ladka ban raha hai fattu disgusting,Medium,BNS Section 352 (Intentional Insult)
she smashed the level safely,Low,None
my brother created the homework so hard,Low,None
i read the pizza quickly,Low,None
he completed the code so hard,Low,None
tujhe main hath pair tod dunga tere ghar aake soch le,High,BNS Section 351 (Criminal Intimidation)
the team liked the code flawlessly,Low,None
the team finished the email yesterday,Low,None
tum log hamesha rehta hai gadha disgusting,Medium,BNS Section 352 (Intentional Insult)
she hamesha behaves like gadha bilkul,Medium,BNS Section 352 (Intentional Insult)
teri maa hai ek bewakoof pathetic,Medium,BNS Section 352 (Intentional Insult)
nobody created the game quickly,Low,None
address bhej goli maar dunga raat ko samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
you hai ek gadha kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
teri toh main kat dunga tere ghar aake kal tak,High,BNS Section 351 (Criminal Intimidation)
mera bhai murder kar dunga teri family ko samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
we fixed the meeting last week,Low,None
tujhe main khatam kar dunga tere ghar walo ko ghar me ghus ke,High,BNS Section 351 (Criminal Intimidation)
tujhe main jinda nahi chodunga tujhe aaj raat,High,BNS Section 351 (Criminal Intimidation)
our squad finished the email like a boss,Low,None
tujhe toh rape karunga akela mil samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
the teacher designed the exam today,Low,None
mera bhai gala daba dunga akela mil warna tera,High,BNS Section 351 (Criminal Intimidation)
we loved the project so hard,Low,None
everyone built the task perfectly,Low,None
hum goli maar dunga teri family ko chup chap reh warna,High,BNS Section 351 (Criminal Intimidation)
i enjoyed the task completely,Low,None
teri behan is such a dhokebaaz disgusting,Medium,BNS Section 352 (Intentional Insult)
teri toh main maar maar ke suja dunga tere ghar walo ko aaj raat,High,BNS Section 351 (Criminal Intimidation)
nobody coded the task safely,Low,None
she created the pizza tomorrow,Low,None
the teacher liked the assignment without issues,Low,None
mera bhai zinda gaad dunga office me beta tu gaya,High,BNS Section 351 (Criminal Intimidation)
address bhej will college ke bahar dekh liyo,High,BNS Section 351 (Criminal Intimidation)
iski sakal ban raha hai bhikhari sala,Medium,BNS Section 352 (Intentional Insult)
tum log dikh raha hai bewakoof sabse bada,Medium,BNS Section 352 (Intentional Insult)
our squad coded the exam like a boss,Low,None
yeh ladka acts like a kaminay sabse bada,Medium,BNS Section 352 (Intentional Insult)
hum log goli maar dunga you last warning,High,BNS Section 351 (Criminal Intimidation)
she read the task like a boss,Low,None
iska bhai is such a gadha bekaar,Medium,BNS Section 352 (Intentional Insult)
our squad liked the level with ease,Low,None
everyone loved the email completely,Low,None
teri maa hamesha rehta hai buddhu sala,Medium,BNS Section 352 (Intentional Insult)
tera baap is a ugly harami,Medium,BNS Section 352 (Intentional Insult)
that destroyed the bugs last week,Low,None
tujhe main kat dunga akela mil zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
you is such a bewakoof ekdum,Medium,BNS Section 352 (Intentional Insult)
hum log khatam kar dunga bahar mil kasam se,High,BNS Section 351 (Criminal Intimidation)
the player heard the project perfectly,Low,None
the group fixed the email tomorrow,Low,None
teri toh main rape karunga tere ghar aake bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
the group smashed the pizza slowly,Low,None
teri behan hai ek scammer maha,Medium,BNS Section 352 (Intentional Insult)
that smashed the task today,Low,None
someone noticed the code tomorrow,Low,None
this destroyed the assignment with ease,Low,None
teri maa samajhta hai khud ko ugly hamesha,Medium,BNS Section 352 (Intentional Insult)
we smashed the bugs tonight,Low,None
the group destroyed the code slowly,Low,None
everyone coded the report smoothly,Low,None
everyone liked the song last week,Low,None
mere dost rape karunga office me bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
he acts like a dhokebaaz kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
yeh ladka looks like a kamina faltu,Medium,BNS Section 352 (Intentional Insult)
isko dekho acts like a buddhu sala,Medium,BNS Section 352 (Intentional Insult)
we played the homework yesterday,Low,None
the team saw the code slowly,Low,None
she built the report beautifully,Low,None
they noticed the bugs without issues,Low,None
we are going to will office me samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
bahar nikal hath pair tod dunga tere ghar walo ko zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
we created the homework smoothly,Low,None
tujhe main khatam kar dunga you samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
the group killed the song safely,Low,None
my friend fixed the movie without issues,Low,None
yeh ladki lagta hai kutti totally,Medium,BNS Section 352 (Intentional Insult)
this watched the assignment today,Low,None
iska bhai hamesha rehta hai bhikhari disgusting,Medium,BNS Section 352 (Intentional Insult)
yeh banda hamesha rehta hai bewakoof kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
my sister noticed the code yesterday,Low,None
address bhej kat dunga tujhe dekh liyo,High,BNS Section 351 (Criminal Intimidation)
that fixed the homework beautifully,Low,None
she read the homework safely,Low,None
the group fixed the bugs slowly,Low,None
address bhej maar maar ke suja dunga raste pe bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
this guy hai ek pagal hamesha,Medium,BNS Section 352 (Intentional Insult)
teri maa hai ek kutti ghatiya,Medium,BNS Section 352 (Intentional Insult)
the group killed the assignment slowly,Low,None
isko dekho acts like a bewakoof kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
mera bhai zinda gaad dunga tere dosto ko kal tak,High,BNS Section 351 (Criminal Intimidation)
yeh banda dikh raha hai pagal ekdum,Medium,BNS Section 352 (Intentional Insult)
she dikh raha hai pagal maha,Medium,BNS Section 352 (Intentional Insult)
tu hamesha behaves like scammer ekdum,Medium,BNS Section 352 (Intentional Insult)
yeh banda is a gawar ekdum,Medium,BNS Section 352 (Intentional Insult)
we noticed the level with ease,Low,None
tujhe main blast kar dunga raat ko kal tak,High,BNS Section 351 (Criminal Intimidation)
we are going to hath pair tod dunga your sister last warning,High,BNS Section 351 (Criminal Intimidation)
teri acts like a chor bekaar,Medium,BNS Section 352 (Intentional Insult)
tum log samajhta hai khud ko loser kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
the teacher created the pizza yesterday,Low,None
yeh banda lagta hai bhikhari sala,Medium,BNS Section 352 (Intentional Insult)
i will hath pair tod dunga tere ghar aake aaj raat,High,BNS Section 351 (Criminal Intimidation)
she resolved the report tonight,Low,None
someone created the project completely,Low,None
you lag raha hai chutiya totally,Medium,BNS Section 352 (Intentional Insult)
this destroyed the movie tomorrow,Low,None
teri toh main hath pair tod dunga tere ghar aake samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
